7265	9695
4913	6948
6105	9299
5114	8924
7342	9915
8056	8504
7395	8987
8183	8279
7830	8915
7914	9552
113	9825
9160	9722
4213	7476
1052	8532
742	7552
4627	9745
494	8204
6862	7211
4391	9468
7316	9633
5480	7934
4081	8488
6395	8499
139	3317
2852	5289
8469	9023
981	6787
62	8732
1182	8763
2660	8502
4654	9289
5251	7293
8718	9727
8871	9969
4160	9720
2587	9155
5572	7119
7879	8403
4961	9971
2380	9616
5147	6189
2043	8533
2471	8980
3178	3180
8448	9085
3687	9473
3171	6173
2470	9509
3542	7806
6849	8827
5145	8745
5288	9053
2712	9042
4238	9761
7970	9460
6514	9480
9780	9938
4444	9829
4888	5147
5567	9377
6744	9942
2413	9914
6837	8443
7984	8577
8844	9435
6296	9028
6060	7031
5969	8633
5659	9905
6323	9885
8481	9383
7935	9624
9759	10000
3408	7964
1	9745
870	5993
2313	9683
3158	8755
3526	9905
1005	9601
3598	9027
8801	9738
6684	7797
4227	7508
992	8615
5737	7694
5811	7643
4694	7883
7325	7601
8278	8650
1788	5516
7579	8649
7828	9353
1854	9519
7186	9886
8733	9230
4653	8259
2676	7641
3295	9376
5950	9680
4742	7550
5788	7632
7034	7802
3119	9150
4628	8202
1319	9360
8833	9811
5512	9454
8509	8933
7408	9706
8103	8245
9741	9959
7117	8968
7795	7900
4766	9075
7242	7916
8816	9615
6679	8880
2360	5311
1445	2302
1842	8354
2682	7082
5693	9465
7606	8378
476	2440
2074	9643
2552	9453
7836	8840
6587	6709
6514	9614
8028	9010
2992	5029
5471	9803
6209	8978
7193	9902
7126	8680
5926	6411
3075	6195
5100	8547
174	6424
2173	7555
9091	9446
4979	8028
5760	8593
5746	8695
9182	9564
1136	9252
1900	3232
2626	8062
2414	9869
4140	7458
8710	9754
8801	9872
8128	8840
9700	9904
1842	9643
1954	9884
149	9750
378	7358
6811	9958
4956	7263
9166	9970
9636	9919
9675	9847
859	5187
2426	5907
8209	9179
2423	3946
4637	9203
1858	6389
4279	9495
6901	9851
7603	9369
7682	9662
9141	9159
4937	8152
3808	9321
4226	9080
2540	3942
6774	7043
3185	7652
2099	6451
4473	8957
6839	9158
8164	8655
8707	9806
7649	8209
3585	8525
918	2734
4767	9434
6620	8296
9	9339
4923	9193
4159	8797
5723	10000
7196	9395
2297	8129
2075	9248
2739	8474
6235	9394
6557	9445
5681	9774
7463	8958
6491	8825
4235	8792
291	9402
8495	8610
7139	9800
8863	9006
2739	9413
877	8745
5316	8306
447	7471
686	9931
5001	6982
8468	9416
1828	9721
4459	9439
3060	9993
7076	8697
7559	9605
6475	9985
9345	9689
4801	6170
1222	7467
2294	5764
8923	9996
9372	9822
4518	9265
6433	9759
4232	9625
3788	7699
6904	9344
1004	9459
4944	7387
7582	8276
9619	9699
7478	9616
4966	9620
7576	8461
2842	8952
7030	8702
2496	8315
6204	6674
1123	3674
3473	9758
4409	7228
3884	5128
2358	8381
1809	5133
6659	9698
6754	7306
6482	6618
7416	9677
8154	9606
8323	8661
8929	9642
6488	9816
7524	9210
5519	9954
6372	9641
2862	4127
4797	9969
1091	9993
4451	9332
9038	9545
3874	8762
553	7843
4180	8280
1907	5826
2430	7853
1773	3382
8793	8960
1451	3331
1833	3433
4706	7572
5325	9307
5948	6280
9141	9643
1084	5789
5464	8153
5476	7224
6083	9888
2184	7797
2380	9429
5109	9682
7232	8405
7244	7476
8166	9966
7481	9109
5208	9661
9363	9463
6132	9780
7990	8986
7668	8935
4583	7357
4798	5067
627	8704
2855	6689
7812	7933
2640	7289
6170	9483
6151	9241
7512	8395
5824	8846
3878	6787
4358	8178
9208	9525
3778	9589
6154	6506
2623	8783
3437	9296
6455	9652
7510	9288
5725	8086
3292	8383
1413	8300
4223	5509
5714	9617
8565	9833
2089	4153
3408	7777
8119	9746
4700	8292
3353	5626
7336	8354
9368	9433
5512	7978
6699	9231
7549	9401
8614	9725
4293	9631
854	7555
2182	9979
377	9845
4606	8630
3104	5299
3744	4693
4262	5622
1832	7880
4139	9164
3475	9938
4530	9574
7273	8005
6880	9242
2838	8563
8514	9494
3846	5909
7392	8636
4759	9811
6519	8482
3537	7783
7508	9750
4750	5561
7556	8478
2112	5426
5116	5884
5009	7707
5728	6640
7645	7769
5984	8323
2753	8640
9917	9998
2656	6987
6992	9833
7326	8955
5228	9508
2291	3856
4519	4847
9400	9479
4455	7306
6810	7318
8825	8982
8928	9669
5533	9555
5607	9504
4998	6013
4843	9108
8850	9978
5925	6403
837	5642
4238	9708
7901	9802
2648	3312
3768	5063
5118	8000
7286	9969
1219	9881
2403	5201
8474	8619
9094	9557
1797	5391
5219	5608
3784	7259
2187	9518
3051	5422
7645	9058
4157	9719
4439	8651
776	9311
8216	9813
9773	9845
4265	9252
2071	9343
3697	9734
3719	9493
6971	7801
8557	9325
6107	9453
6836	9828
5422	9350
7122	7970
8388	9516
2059	7239
2092	7187
3654	8317
3878	4827
6371	9499
6615	8139
7866	8653
1897	6911
1326	3712
3017	6942
1255	7444
7260	8843
1907	5155
3340	9847
5057	7882
6788	9787
8385	9218
9465	9850
726	7100
482	2044
3169	3549
180	8095
2293	6130
9402	9501
3149	9498
6924	9833
8608	9640
4298	6517
7150	9587
2670	7019
6897	9141
6572	9381
2513	9287
2976	4093
5849	8232
2377	6208
1907	9477
804	8861
5906	8766
7243	7334
7248	7678
8927	9393
5912	6302
3073	7409
2333	7599
9685	9974
6968	8792
7343	7915
853	8753
2437	9642
1188	7511
2984	9811
4852	7261
5361	9582
5516	7241
8307	8372
5719	7600
5689	8889
4295	9787
7850	7904
565	9225
2681	2805
6848	8094
998	3600
4026	9370
4623	7374
3387	7168
5825	8935
5061	8539
6069	9295
9448	9630
475	9682
2643	7424
1748	9955
6583	9516
5657	6318
1844	9663
5540	9705
361	3164
3463	8883
5658	7482
1048	9729
6217	9166
3235	8467
3947	6229
9069	9984
8124	8264
5195	8889
4237	5244
8779	9656
6363	7648
3273	5726
1041	9689
7968	9414
8777	9583
9236	9343
6152	8367
5302	5753
1408	5726
4138	7867
7245	9958
6916	8736
7403	8854
4516	8981
5546	7776
5553	6503
6081	6622
2175	9776
4768	9202
8925	9831
8152	9881
339	8077
4532	8171
6018	8525
4915	7909
2439	9822
6603	9178
321	4273
1097	4494
1997	6471
7339	8280
7266	9475
9758	9805
1272	9221
6055	8592
6387	7833
2464	4402
4620	7991
5148	9608
3809	6995
3694	4793
5160	9433
5550	9588
7672	9429
4860	9141
5693	9896
1073	7291
3516	9402
8289	8839
1988	7856
7217	7536
6191	7140
518	6480
728	7256
4501	9208
7927	9389
5265	7914
6051	8823
6096	9674
6011	9424
4727	6518
7719	9625
2817	8088
2822	8432
1017	8298
5019	7858
7335	8696
9197	9364
2316	4130
7355	9348
5832	8146
9273	9359
5954	9829
2487	7395
2287	9027
1117	7189
1650	9904
5387	9193
282	9771
1858	5881
5158	5923
6934	9291
7901	8326
6641	7726
4946	9450
6467	9825
4187	9398
