1	2 
2	3 
3	1 
4	1 
5	3 
6	1 
7	2 
8	1 
9	1 
10	2 
11	1 
12	3 
13	3 
14	3 
15	3 
16	1 
17	3 
18	1 
19	2 
20	1 
21	1 
22	2 
23	1 
24	2 
25	1 
26	3 
27	1 
28	2 
29	1 
30	1 
31	1 
32	3 
33	1 
34	1 
35	3 
36	3 
37	1 
38	3 
39	1 
40	1 
41	2 
42	1 
43	3 
44	3 
45	3 
46	2 
47	2 
48	1 
49	3 
50	1 
51	1 
52	3 
53	1 
54	1 
55	3 
56	1 
57	3 
58	3 
59	3 
60	2 
61	3 
62	1 
63	2 
64	3 
65	3 
66	1 
67	2 
68	2 
69	2 
70	2 
71	2 
72	1 
73	1 
74	2 
75	1 
76	3 
77	1 
78	1 
79	1 
80	2 
81	2 
82	3 
83	3 
84	2 
85	3 
86	3 
87	1 
88	3 
89	1 
90	1 
91	2 
92	1 
93	1 
94	2 
95	1 
96	3 
97	1 
98	3 
99	2 
100	1 
