13	97
24	97
59	64
16	93
55	75
88	100
70	73
99	100
36	80
17	76
36	89
77	90
17	85
77	99
29	59
69	95
9	99
61	100
42	96
73	74
81	87
33	47
39	81
81	96
54	79
25	52
22	37
51	73
12	100
35	65
74	84
51	91
43	87
66	89
24	83
55	61
96	99
46	98
36	75
17	71
28	71
47	84
9	67
77	94
58	90
50	86
29	63
69	99
80	99
61	95
42	91
21	68
62	69
39	76
81	100
20	81
39	94
22	23
62	96
54	92
3	19
22	32
4	82
51	77
24	60
87	98
65	88
76	88
35	96
38	89
49	98
77	80
77	98
92	96
42	86
50	99
54	69
62	82
73	91
54	87
43	50
13	46
20	94
4	77
84	97
1	53
64	100
4	95
9	30
16	78
96	98
76	92
68	88
57	97
15	91
49	93
15	100
77	93
6	51
8	70
50	85
69	98
80	98
61	94
42	90
62	68
19	97
30	97
42	99
11	93
39	75
83	100
31	71
94	100
12	67
54	82
72	90
1	48
72	99
13	59
53	95
64	95
35	68
4	99
16	64
34	100
35	77
37	96
88	89
38	70
68	83
76	96
88	98
57	92
49	88
58	66
49	97
21	26
50	62
61	62
80	84
80	93
19	83
42	85
83	86
91	99
11	88
75	91
20	66
54	68
41	98
72	85
95	96
23	89
87	92
53	99
45	95
57	69
68	69
5	49
68	87
38	83
58	61
38	92
50	57
79	93
58	70
90	93
15	99
58	79
82	98
39	47
91	94
60	88
83	90
30	96
94	99
23	57
75	95
4	62
16	27
44	98
72	98
86	100
37	95
76	77
46	82
68	82
26	76
26	85
18	81
71	93
82	93
63	89
18	99
30	64
63	98
23	25
30	82
83	85
91	98
23	43
83	94
52	88
75	90
12	61
41	97
75	99
72	75
64	71
34	76
87	91
37	72
22	92
34	94
45	94
37	90
49	55
3	97
14	97
37	99
68	77
89	100
26	71
85	89
26	80
49	82
79	83
90	92
8	50
19	50
48	95
71	97
27	72
40	91
6	98
29	100
20	42
23	38
52	74
60	87
83	89
12	47
75	85
33	79
41	92
25	84
33	97
44	97
53	84
34	89
86	90
49	50
46	63
7	44
97	99
59	91
47	98
26	75
27	40
26	84
98	100
90	96
19	54
48	90
82	92
29	86
60	73
21	100
52	87
74	93
85	93
2	86
10	99
45	75
56	75
78	81
59	77
67	90
78	99
47	93
30	31
48	76
82	96
40	90
29	99
52	82
10	76
53	65
51	95
43	100
13	96
3	73
14	73
70	72
86	98
36	79
67	94
78	94
89	94
70	90
17	84
36	97
5	100
8	44
48	89
6	92
81	95
73	100
41	77
44	73
93	96
37	43
66	79
32	86
51	99
14	59
66	97
13	100
24	100
35	100
55	78
7	38
15	51
55	87
67	89
70	85
55	96
78	98
89	98
7	56
48	57
70	94
5	95
9	93
48	84
21	76
33	41
44	50
73	86
52	63
62	95
52	72
2	53
54	91
44	68
25	64
34	42
85	87
93	100
85	96
14	54
3	63
43	99
47	60
16	100
26	46
28	65
55	82
78	84
59	89
5	90
58	93
92	95
5	99
9	97
2	57
54	95
66	69
74	91
13	72
51	98
1	79
24	81
66	96
96	97
13	99
7	28
35	99
59	66
70	75
40	43
48	56
17	87
58	97
69	97
61	93
21	66
41	44
10	38
73	76
81	89
25	36
54	72
31	79
62	94
73	94
20	97
31	97
54	99
74	77
84	100
95	100
51	84
35	67
85	86
32	89
35	94
76	95
47	68
59	70
46	100
57	100
36	77
49	96
21	25
28	73
29	38
68	100
69	83
61	79
40	56
69	92
80	92
92	94
27	95
50	97
30	91
20	65
11	96
39	78
62	80
12	70
84	86
73	98
32	57
84	95
32	66
24	62
35	71
24	80
28	41
1	87
88	92
65	99
76	99
16	94
57	95
58	60
68	95
61	65
6	40
40	51
27	81
39	55
11	82
8	95
19	95
30	95
39	91
31	87
31	96
32	61
84	99
24	57
53	93
87	95
1	64
43	79
34	98
56	98
68	81
76	94
38	77
88	96
15	84
57	99
58	64
42	65
58	91
50	87
27	94
91	97
2	19
83	93
60	100
11	95
54	75
13	34
4	65
72	83
84	85
84	94
16	48
64	97
87	99
45	93
46	67
65	80
88	91
49	72
46	85
65	98
49	81
46	94
58	59
26	88
15	97
61	64
90	100
19	58
42	69
83	88
39	63
62	65
94	97
23	55
41	100
52	100
12	73
64	74
4	69
95	98
45	79
22	86
34	88
45	88
56	88
45	97
5	24
56	97
57	71
3	100
14	100
65	93
5	51
98	99
79	95
18	88
58	72
7	97
71	100
20	27
82	100
63	96
8	71
31	36
11	67
30	80
91	96
8	89
60	90
52	86
12	59
52	95
53	60
72	73
44	100
53	78
53	87
72	100
45	92
46	57
56	92
38	53
14	95
67	98
76	79
68	75
15	87
27	61
61	63
79	99
42	59
71	95
27	70
40	98
33	86
44	95
56	60
53	73
56	87
9	21
70	98
18	69
18	78
79	94
63	77
82	90
29	84
63	86
48	97
60	62
71	99
63	95
60	71
6	100
41	67
52	76
1	3
83	91
75	87
1	12
60	98
41	94
2	84
64	68
10	97
56	64
74	100
25	95
64	77
85	100
46	65
67	97
78	97
89	97
36	100
47	100
17	96
79	89
11	43
71	94
60	66
29	97
33	67
60	93
74	86
25	81
93	99
33	94
16	23
74	95
66	91
66	100
22	75
46	51
18	32
3	80
78	83
86	96
78	92
89	92
70	88
55	99
47	95
11	20
71	89
6	81
48	96
63	94
33	53
2	74
14	39
10	87
85	90
93	94
37	50
22	61
74	99
7	18
67	69
86	91
55	85
67	87
78	87
7	45
15	58
67	96
89	96
47	90
28	86
36	99
9	82
28	95
92	98
29	69
82	84
40	78
48	91
21	74
40	87
81	88
81	97
10	55
52	70
2	51
74	76
22	47
45	49
25	80
32	79
37	45
56	58
74	85
74	94
66	90
93	98
32	97
43	97
96	100
55	71
18	31
55	80
59	78
70	78
78	91
17	72
8	14
28	81
17	90
92	93
28	99
63	66
69	100
80	100
6	80
81	83
33	43
52	56
81	92
62	88
41	65
10	59
62	97
31	91
34	44
74	89
37	49
85	98
35	79
66	94
