degree distribution (probability density function of the degree in logarithmic bins) 
7.41541	0.178382
9.44499	0.0878822
11.438	0.049743
13.8842	0.0418851
16.9225	0.0247361
20.363	0.0179592
24.8686	0.0123082
30.3606	0.0079197
37.2604	0.00591961
45.7229	0.0035184

degree distribution (degree-occurrences) 
7	0.1586
8	0.1127
9	0.0903
10	0.0724
11	0.063
12	0.0491
13	0.0462
14	0.0358
15	0.0329
16	0.0321
17	0.0248
18	0.0257
19	0.0223
20	0.0174
21	0.0178
22	0.0155
23	0.0146
24	0.0123
25	0.012
26	0.0105
27	0.0115
28	0.0089
29	0.0087
30	0.0074
31	0.0089
32	0.0066
33	0.0072
34	0.0062
35	0.0059
36	0.0051
37	0.0065
38	0.0057
39	0.0052
40	0.0045
41	0.0043
42	0.0045
43	0.004
44	0.0038
45	0.0032
46	0.0032
47	0.0029
48	0.0036
49	0.0028
50	0.0034


--------------------------------------
community distribution (size-occurrences)
20	0.0550162
21	0.02589
22	0.0485437
23	0.0614887
24	0.0485437
25	0.0614887
26	0.0453074
27	0.0420712
28	0.0291262
29	0.038835
30	0.0194175
31	0.0291262
32	0.038835
33	0.038835
34	0.0355987
35	0.0355987
36	0.02589
37	0.0226537
38	0.00323625
39	0.0453074
40	0.0194175
41	0.0291262
42	0.02589
43	0.0291262
44	0.0226537
45	0.0291262
46	0.00970874
47	0.0226537
48	0.0194175
49	0.012945
50	0.0291262


--------------------------------------
mixing parameter
0.142857	0.0003
0.222222	0.0003
0.25	0.0011
0.285509	0.0317
0.304615	0.001
0.333287	0.0451
0.355923	0.0185
0.372676	0.1828
0.396054	0.2979
0.422711	0.2835
0.445806	0.1011
0.461866	0.0096
0.5	0.0254
0.52381	0.0001
0.564021	0.0015
0.625	0.0001

--------------------------------------
