1	3 
2	1 
3	3 
4	1 
5	2 
6	3 
7	1 
8	2 
9	3 
10	3 
11	2 
12	2 
13	2 
14	2 
15	1 
16	1 
17	1 
18	1 
19	1 
20	2 
21	2 
22	3 
23	2 
24	1 
25	2 
26	1 
27	3 
28	1 
29	2 
30	2 
31	1 
32	3 
33	3 
34	1 
35	2 
36	2 
37	3 
38	3 
39	2 
40	2 
41	1 
42	3 
43	1 
44	3 
45	3 
46	1 
47	1 
48	1 
49	1 
50	3 
51	1 
52	2 
53	1 
54	1 
55	3 
56	1 
57	1 
58	3 
59	2 
60	2 
61	2 
62	3 
63	1 
64	1 
65	2 
66	3 
67	3 
68	1 
69	2 
70	2 
71	3 
72	1 
73	1 
74	1 
75	3 
76	1 
77	1 
78	3 
79	1 
80	1 
81	3 
82	3 
83	1 
84	2 
85	1 
86	1 
87	2 
88	2 
89	1 
90	2 
91	1 
92	1 
93	2 
94	1 
95	1 
96	1 
97	3 
98	1 
99	1 
100	1 
