degree distribution (probability density function of the degree in logarithmic bins) 
7.45455	0.166349
9.44792	0.103709
11.5508	0.052361
13.8718	0.0426506
16.913	0.0206634
20.2561	0.0201734
24.6724	0.0117221
30.1316	0.00630919
37.0213	0.00641063
45.5385	0.00291333

degree distribution (degree-occurrences) 
7	0.138
8	0.115
9	0.106
10	0.086
11	0.053
12	0.065
13	0.041
14	0.05
15	0.026
16	0.026
17	0.023
18	0.02
19	0.026
20	0.022
21	0.021
22	0.013
23	0.017
24	0.012
25	0.01
26	0.011
27	0.008
28	0.011
29	0.005
30	0.004
31	0.009
32	0.004
33	0.005
34	0.009
35	0.007
36	0.009
37	0.001
38	0.005
39	0.006
40	0.006
41	0.004
42	0.005
43	0.003
44	0.003
45	0.002
46	0.003
47	0.002
48	0.004
49	0.001
50	0.003


--------------------------------------
community distribution (size-occurrences)
20	0.0689655
23	0.0344828
24	0.0344828
26	0.0344828
27	0.0689655
28	0.0344828
29	0.0689655
30	0.0689655
31	0.103448
34	0.0689655
35	0.0689655
38	0.0344828
41	0.0344828
42	0.0689655
43	0.0344828
46	0.0344828
47	0.0344828
48	0.0344828
50	0.0344828
59	0.0344828


--------------------------------------
mixing parameter
0.5	0.018
0.52381	0.001
0.543656	0.035
0.555556	0.075
0.570654	0.174
0.582008	0.089
0.590197	0.053
0.602331	0.225
0.621991	0.183
0.63495	0.042
0.643726	0.022
0.666667	0.054
0.692308	0.001
0.714286	0.027
0.75	0.001

--------------------------------------
